,FileName,FilmId
0,./posters/22924.jpg,22924
1,./posters/14223.jpg,14223
2,./posters/18307.jpg,18307
3,./posters/27420.jpg,27420
4,./posters/19157.jpg,19157
5,./posters/12903.jpg,12903
6,./posters/23398.jpg,23398
7,./posters/14463.jpg,14463
8,./posters/27349.jpg,27349
9,./posters/29535.jpg,29535
10,./posters/17772.jpg,17772
11,./posters/17674.jpg,17674
12,./posters/29030.jpg,29030
13,./posters/18487.jpg,18487
14,./posters/23293.jpg,23293
15,./posters/18208.jpg,18208
16,./posters/15761.jpg,15761
17,./posters/26359.jpg,26359
18,./posters/20993.jpg,20993
19,./posters/18421.jpg,18421
20,./posters/15492.jpg,15492
21,./posters/10327.jpg,10327
22,./posters/19553.jpg,19553
23,./posters/26559.jpg,26559
24,./posters/28283.jpg,28283
25,./posters/25796.jpg,25796
26,./posters/23069.jpg,23069
27,./posters/20321.jpg,20321
28,./posters/21413.jpg,21413
29,./posters/28003.jpg,28003
30,./posters/11229.jpg,11229
31,./posters/16664.jpg,16664
32,./posters/13590.jpg,13590
33,./posters/17082.jpg,17082
34,./posters/20630.jpg,20630
35,./posters/19274.jpg,19274
36,./posters/16377.jpg,16377
37,./posters/11360.jpg,11360
38,./posters/10762.jpg,10762
39,./posters/10489.jpg,10489
40,./posters/16068.jpg,16068
41,./posters/21744.jpg,21744
42,./posters/22074.jpg,22074
43,./posters/18613.jpg,18613
44,./posters/24341.jpg,24341
45,./posters/10319.jpg,10319
46,./posters/13065.jpg,13065
47,./posters/16605.jpg,16605
48,./posters/16636.jpg,16636
49,./posters/21959.jpg,21959
50,./posters/20033.jpg,20033
51,./posters/28402.jpg,28402
52,./posters/12445.jpg,12445
53,./posters/26961.jpg,26961
54,./posters/10270.jpg,10270
55,./posters/14373.jpg,14373
56,./posters/15559.jpg,15559
57,./posters/20935.jpg,20935
58,./posters/17128.jpg,17128
59,./posters/24697.jpg,24697
60,./posters/15233.jpg,15233
61,./posters/18852.jpg,18852
62,./posters/16857.jpg,16857
63,./posters/10052.jpg,10052
64,./posters/16115.jpg,16115
65,./posters/21189.jpg,21189
66,./posters/18557.jpg,18557
67,./posters/28561.jpg,28561
68,./posters/24586.jpg,24586
69,./posters/13416.jpg,13416
70,./posters/16956.jpg,16956
71,./posters/12169.jpg,12169
72,./posters/19732.jpg,19732
73,./posters/19074.jpg,19074
74,./posters/28797.jpg,28797
75,./posters/15041.jpg,15041
76,./posters/27618.jpg,27618
77,./posters/19243.jpg,19243
78,./posters/20481.jpg,20481
79,./posters/28524.jpg,28524
80,./posters/25778.jpg,25778
81,./posters/11985.jpg,11985
82,./posters/10152.jpg,10152
83,./posters/28358.jpg,28358
84,./posters/25566.jpg,25566
85,./posters/11384.jpg,11384
86,./posters/11592.jpg,11592
87,./posters/16318.jpg,16318
88,./posters/15266.jpg,15266
89,./posters/14853.jpg,14853
90,./posters/27804.jpg,27804
91,./posters/23508.jpg,23508
92,./posters/13687.jpg,13687
93,./posters/28651.jpg,28651
94,./posters/16925.jpg,16925
95,./posters/19400.jpg,19400
96,./posters/10895.jpg,10895
97,./posters/13688.jpg,13688
98,./posters/29979.jpg,29979
99,./posters/24789.jpg,24789
100,./posters/18576.jpg,18576
101,./posters/27858.jpg,27858
102,./posters/25560.jpg,25560
103,./posters/26235.jpg,26235
104,./posters/21367.jpg,21367
105,./posters/13917.jpg,13917
106,./posters/12775.jpg,12775
107,./posters/12805.jpg,12805
108,./posters/28498.jpg,28498
109,./posters/25774.jpg,25774
110,./posters/13665.jpg,13665
111,./posters/22726.jpg,22726
112,./posters/16229.jpg,16229
113,./posters/24798.jpg,24798
114,./posters/29436.jpg,29436
115,./posters/26990.jpg,26990
116,./posters/29228.jpg,29228
117,./posters/28757.jpg,28757
118,./posters/20540.jpg,20540
119,./posters/11004.jpg,11004
120,./posters/24560.jpg,24560
121,./posters/10588.jpg,10588
122,./posters/15982.jpg,15982
123,./posters/26551.jpg,26551
124,./posters/10981.jpg,10981
125,./posters/15050.jpg,15050
126,./posters/26158.jpg,26158
127,./posters/26763.jpg,26763
128,./posters/14607.jpg,14607
129,./posters/11771.jpg,11771
130,./posters/27916.jpg,27916
131,./posters/16771.jpg,16771
132,./posters/21506.jpg,21506
133,./posters/11063.jpg,11063
134,./posters/14752.jpg,14752
135,./posters/23190.jpg,23190
136,./posters/29568.jpg,29568
137,./posters/17141.jpg,17141
138,./posters/24019.jpg,24019
139,./posters/13197.jpg,13197
140,./posters/17059.jpg,17059
141,./posters/15843.jpg,15843
142,./posters/13258.jpg,13258
143,./posters/26258.jpg,26258
144,./posters/28650.jpg,28650
145,./posters/29512.jpg,29512
146,./posters/10159.jpg,10159
147,./posters/11431.jpg,11431
148,./posters/20163.jpg,20163
149,./posters/23990.jpg,23990
